session_id,point_name,frame_idx,phase,auto_x_px,auto_y_px,ref_x_px,ref_y_px,error_px,error_norm,error_m,error_visible_club_fraction,viewpoint,fps_bucket,resolution_bucket,quality_grade,motion_class,club,quality_note
2850af90-f8fc-4050-a178-b659098e69df,stick_tip_1,33,backswing,381.0647270166231,641.7204872323614,390.0,668.0,27.75701523204441,0.02239587878532992,0.16203053577571644,0.16203053577571644,dtl,<=30,<720p,medium,regular,driver,adjudication:D0101;decision:mean;reason:pixel mean of Ivan and Daria clicks (disclosed mean rule)
2850af90-f8fc-4050-a178-b659098e69df,stick_tip_1,44,backswing,108.81874767066142,485.9008500434402,39.0,446.0,80.41601432854398,0.06488404081798586,0.46607075703161654,0.46607075703161654,dtl,<=30,<720p,medium,regular,driver,adjudication:D0102;decision:mean;reason:pixel mean of Ivan and Daria clicks (disclosed mean rule)
2850af90-f8fc-4050-a178-b659098e69df,stick_tip_1,52,backswing,158.15966112851413,416.70410512337094,212.5,345.5,89.57062584959411,0.0722704823441457,0.518002899636514,0.518002899636514,dtl,<=30,<720p,medium,regular,driver,adjudication:D0103;decision:mean;reason:pixel mean of Ivan and Daria clicks (disclosed mean rule)
2850af90-f8fc-4050-a178-b659098e69df,stick_tip_1,56,impact_region,96.20803775182215,372.65833252196626,68.0,373.5,28.22059173638645,0.02276991767647789,0.16715702028099375,0.16715702028099375,dtl,<=30,<720p,medium,regular,driver,adjudication:D0104;decision:mean;reason:pixel mean of Ivan and Daria clicks (disclosed mean rule)
2850af90-f8fc-4050-a178-b659098e69df,stick_tip_1,59,impact_region,372.9766708709281,631.1477294483881,361.5,607.5,26.28552990418436,0.021208603901425992,0.1585145688335576,0.1585145688335576,dtl,<=30,<720p,medium,regular,driver,adjudication:D0105;decision:mean;reason:pixel mean of Ivan and Daria clicks (disclosed mean rule)
2850af90-f8fc-4050-a178-b659098e69df,stick_tip_1,63,follow_through,136.5255079882942,366.33895071901975,117.0,389.0,29.912683208230526,0.024135189669172594,0.18475650643915154,0.18475650643915154,dtl,<=30,<720p,medium,regular,driver,adjudication:D0106;decision:mean;reason:pixel mean of Ivan and Daria clicks (disclosed mean rule)
2ac2bc4c-b28e-4adf-a94e-a1227f7801d9,stick_tip_1,100,backswing,889.0925967334354,1852.1986400046685,904.5,1873.5,26.28946581939724,0.011933987131384702,0.0363631260268319,0.0363631260268319,dtl,<=30,1080p+,medium,regular,driver,adjudication:D0107;decision:mean;reason:pixel mean of Ivan and Daria clicks (disclosed mean rule)
2ac2bc4c-b28e-4adf-a94e-a1227f7801d9,stick_tip_1,107,backswing,385.2895825961792,1500.517238041134,356.0,1498.0,29.397553231759517,0.01334488971256163,0.04076995087803988,0.04076995087803988,dtl,<=30,1080p+,medium,regular,driver,adjudication:D0108;decision:mean;reason:pixel mean of Ivan and Daria clicks (disclosed mean rule)
2ac2bc4c-b28e-4adf-a94e-a1227f7801d9,stick_tip_1,122,backswing,216.33491175265235,863.9046337308331,224.0,930.0,66.53834248082043,0.03020478728494702,0.10075484245467917,0.10075484245467917,dtl,<=30,1080p+,medium,regular,driver,adjudication:D0109;decision:mean;reason:pixel mean of Ivan and Daria clicks (disclosed mean rule)
2ac2bc4c-b28e-4adf-a94e-a1227f7801d9,stick_tip_1,123,backswing,196.7462054012118,909.2767491304496,312.0,882.0,118.43757095003741,0.053764213289846756,0.1804186474596504,0.1804186474596504,dtl,<=30,1080p+,medium,regular,driver,adjudication:D0110;decision:mean;reason:pixel mean of Ivan and Daria clicks (disclosed mean rule)
